sample_id,country,region,latitude,longitude,altitude,sampling_date,nitrogen_total,phosphorus_avail,potassium_exch,pH_water,organic_carbon,sand_percent,silt_percent,clay_percent,bulk_density,cation_exchange_cap,NDVI_mean,NDVI_std,rainfall_annual,landcover_class,crop_type_reported,yield_reported,fertility_score
RWA_2021_2549,Rwanda,Southern,0.5232,39.9309,2470.0,2021-01-06,2.928,48.36,3.551,6.57,24.92,45.8,42.2,12.0,1.262,19.77,,,1456,Cropland,,,54.71
KEN_2023_2550,Kenya,Western,-8.9813,39.7944,1514.0,2023-12-07,3.202,106.33,1.516,7.73,32.68,40.9,30.3,28.8,1.272,25.59,0.745,0.025,967,Cropland,Maize,4163.0,48.36
RWA_2020_2551,Rwanda,Southern,-7.9966,30.464,1224.0,2020-05-04,5.17,96.6,2.347,7.09,,58.2,36.3,5.5,1.465,,0.747,0.019,985,Grassland,,,66.07
UGA_2022_2552,Uganda,Northern,-11.3077,30.6966,847.0,2022-09-03,5.572,86.46,2.348,8.97,52.44,16.8,23.3,59.9,1.181,48.7,0.87,0.033,1601,Cropland,,,51.55
ZAM_2023_2553,Zambia,Eastern,-12.1577,39.4837,969.0,2023-02-06,3.831,83.31,1.5,5.94,32.68,22.0,34.4,43.6,1.105,,0.567,0.192,373,Grassland,,,47.55
TAN_2022_2554,Tanzania,Mara,-11.7069,37.522,2257.0,2022-09-20,3.69,72.61,1.505,5.88,36.13,64.8,27.8,7.5,1.347,23.51,0.638,0.238,330,Cropland,,,51.94
UGA_2020_2555,Uganda,Northern,-6.1337,33.7782,1216.0,2020-04-25,4.263,101.3,1.879,6.59,35.5,35.3,46.4,18.3,1.3,22.85,,,1626,Cropland,,,58.66
ZAM_2020_2556,Zambia,Lusaka,1.7268,35.9363,1218.0,2020-07-21,0.603,19.41,0.586,6.32,10.05,78.6,7.1,14.3,1.352,15.97,0.267,0.048,772,Cropland,,,24.97
MAL_2022_2557,Malawi,Central,-11.0235,34.8809,962.0,2022-11-07,5.512,72.38,1.891,6.87,50.7,14.5,19.7,65.7,1.14,48.7,0.738,0.033,376,Grassland,,,55.35
TAN_2023_2558,Tanzania,Kilimanjaro,-3.6172,29.3249,1781.0,2023-07-28,0.882,44.41,0.582,5.87,15.59,,,,1.115,29.49,0.089,0.054,974,Forest,,,24.53
TAN_2023_2559,Tanzania,Mwanza,-13.3501,38.873,755.0,2023-05-28,2.207,,2.363,5.0,19.08,79.1,5.2,15.7,1.227,11.37,0.385,0.013,654,Grassland,,,34.6
ZAM_2015_2560,Zambia,Eastern,-10.0847,28.796,1067.0,2015-08-02,3.208,56.72,,6.79,27.58,69.5,16.8,13.7,1.19,21.24,0.285,0.01,732,,,,46.36
TAN_2020_2561,Tanzania,Mara,-13.6695,39.0545,1055.0,2020-05-22,2.038,31.8,0.717,7.31,23.86,54.4,35.8,9.8,1.19,16.36,0.33,0.04,692,Cropland,Coffee,972.0,32.07
RWA_2019_2562,Rwanda,Eastern,-1.0706,28.1214,1980.0,2019-08-29,,75.95,1.732,5.64,40.79,29.3,1.6,69.1,1.022,47.25,0.567,0.067,1282,Cropland,,,55.22
TAN_2020_2563,Tanzania,Kilimanjaro,-9.5202,39.9781,276.0,2020-02-16,7.603,71.25,3.14,6.71,62.36,27.1,35.4,37.6,1.202,46.45,0.408,0.051,729,Cropland,,,74.0
MAL_2023_2564,Malawi,Southern,-6.5372,34.4974,756.0,2023-11-12,4.479,92.33,3.423,7.91,39.52,19.3,12.1,68.6,1.284,45.94,0.715,0.066,1113,Cropland,Tea,2602.0,63.68
RWA_2023_2565,Rwanda,Eastern,-12.8255,30.2399,449.0,2023-04-27,6.081,108.39,2.089,5.93,51.05,47.1,32.0,20.9,1.263,33.19,0.734,0.11,1226,Forest,,,68.36
MAL_2018_2566,Malawi,Northern,-10.654,36.7612,644.0,2018-06-28,2.912,105.66,1.939,3.8,24.54,34.9,44.8,20.3,1.439,21.39,0.488,0.09,651,Cropland,,,40.36
MAL_2021_2567,Malawi,Southern,-8.0664,41.7347,987.0,2021-05-23,2.767,64.18,1.782,5.54,24.68,36.7,47.0,16.2,1.316,,0.601,0.069,403,Cropland,,,46.15
UGA_2019_2568,Uganda,Western,-6.3866,38.0839,994.0,2019-04-08,1.153,30.86,1.396,7.1,31.01,11.8,40.4,47.8,,31.63,0.111,0.122,1660,Grassland,,,32.94
MAL_2022_2569,Malawi,Northern,-7.6135,33.1739,2253.0,2022-10-25,3.405,73.59,1.965,5.29,32.1,15.0,28.6,56.4,1.397,38.55,0.649,0.075,423,Cropland,,,47.5
RWA_2018_2570,Rwanda,Southern,-6.084,41.2954,452.0,2018-11-03,3.504,99.52,1.283,6.73,31.28,25.3,12.5,62.2,1.401,40.12,0.428,0.019,1617,Grassland,,,50.41
TAN_2020_2571,Tanzania,Kilimanjaro,-5.4654,29.0466,2077.0,2020-05-05,5.085,64.89,1.676,5.09,42.83,79.9,7.9,12.2,1.327,30.24,0.575,0.096,525,Cropland,,,51.1
RWA_2023_2572,Rwanda,Western,0.1386,41.9292,1781.0,2023-06-24,3.744,84.61,1.383,6.98,38.61,26.3,31.8,41.9,1.24,35.64,0.459,0.079,1845,Cropland,,,56.07
ETH_2016_2573,Ethiopia,SNNPR,-8.9264,38.3175,,2016-07-11,3.854,57.25,1.701,7.61,39.69,18.1,22.9,59.0,1.143,42.45,0.612,0.157,1044,Wetland,,,44.23
KEN_2018_2574,Kenya,Western,-4.4373,35.5566,2900.0,2018-05-11,3.301,64.3,3.87,5.15,29.31,50.5,43.7,5.8,1.368,18.87,,,876,Cropland,,,49.42
RWA_2018_2575,Rwanda,Western,-0.8393,31.5033,1105.0,2018-05-17,3.078,44.39,1.607,8.7,27.02,61.0,31.5,7.4,1.179,15.72,0.49,0.173,1555,Wetland,,,32.37
ZIM_2016_2576,Zimbabwe,Manicaland,-13.8681,28.4299,1166.0,2016-08-31,3.74,94.66,2.248,6.18,37.95,80.3,10.5,9.2,1.369,,0.82,0.102,569,Cropland,,,60.53
ETH_2017_2577,Ethiopia,Amhara,-14.5087,31.6574,1222.0,2017-03-04,6.298,84.13,3.87,6.14,52.62,32.0,38.7,29.3,1.268,43.86,0.795,0.067,1324,Grassland,,,74.22
KEN_2016_2578,Kenya,Western,-10.9784,36.9789,2298.0,2016-05-22,7.016,63.7,2.299,7.0,67.8,,,,,33.24,0.472,0.094,378,,Tea,2017.0,74.18
TAN_2021_2579,Tanzania,Mara,-2.0422,34.6892,363.0,2021-04-15,1.479,60.83,,6.27,17.03,53.4,37.9,8.7,1.146,13.48,0.098,0.257,643,Forest,,,35.97
KEN_2016_2580,Kenya,Western,-13.1007,34.9839,358.0,2016-06-21,5.135,110.4,2.125,8.14,46.64,22.1,35.6,42.3,1.131,38.93,0.653,0.01,1050,Grassland,,,69.32
RWA_2018_2581,Rwanda,Western,-11.7175,39.2174,1613.0,2018-04-29,4.247,42.01,0.816,7.0,47.97,,,,,43.18,0.14,0.06,1244,Cropland,,,45.66
RWA_2018_2582,Rwanda,Eastern,-4.34,36.9637,1139.0,2018-03-19,4.86,156.3,3.52,4.23,48.82,75.9,15.3,8.9,1.416,20.66,,,1339,Cropland,,,71.29
MAL_2017_2583,Malawi,Northern,-4.7502,36.5775,662.0,2017-07-16,5.827,61.12,2.89,8.79,59.2,10.4,21.7,68.0,1.095,,0.477,0.026,1001,,,,54.03
KEN_2016_2584,Kenya,Rift Valley,-9.5543,28.5897,732.0,2016-10-19,4.393,86.73,1.979,6.8,37.42,25.9,7.8,66.3,1.048,48.7,0.732,0.08,815,Cropland,,,61.11
RWA_2016_2585,Rwanda,Western,-11.0281,36.538,485.0,2016-02-18,4.274,95.03,3.03,6.13,35.65,15.8,33.7,50.5,,36.97,0.842,0.047,1193,Grassland,,,62.03
UGA_2022_2586,Uganda,Western,2.5673,36.2801,1335.0,2022-11-09,4.483,71.85,1.456,5.5,45.58,22.9,22.7,54.4,0.979,42.78,0.64,0.034,1311,Forest,,,53.98
UGA_2016_2587,Uganda,Eastern,-8.8962,29.5362,1494.0,2016-01-02,4.484,65.61,2.41,6.05,39.9,,,,1.171,29.73,0.604,0.072,1176,Grassland,,,60.12
ZAM_2021_2588,Zambia,Eastern,1.1819,38.4777,1752.0,2021-08-17,1.925,108.72,0.436,6.77,18.67,27.4,3.2,69.4,1.116,40.16,0.219,0.208,834,Cropland,,,45.99
ETH_2022_2589,Ethiopia,Tigray,-6.5441,38.9451,517.0,2022-08-15,,70.95,2.803,7.89,39.45,,,,1.214,,,,1135,Grassland,,,58.69
ZAM_2021_2590,Zambia,Eastern,-14.5045,28.9976,959.0,2021-01-12,4.89,77.83,1.98,6.24,41.56,17.6,24.6,57.8,1.169,,0.865,0.289,685,Grassland,,,62.43
UGA_2021_2591,Uganda,Northern,0.5426,38.3248,434.0,2021-09-26,2.961,,1.207,6.6,32.62,42.1,42.4,15.5,1.185,22.73,0.447,0.036,1621,Cropland,,,48.31
ZIM_2021_2592,Zimbabwe,Manicaland,-1.2021,29.1169,592.0,2021-08-15,5.173,92.32,2.121,8.77,53.09,27.1,5.8,67.1,1.018,48.65,0.791,0.021,868,Cropland,,,58.28
TAN_2021_2593,Tanzania,Mara,-5.4907,32.7048,1005.0,2021-03-28,5.014,86.72,3.232,5.27,44.54,74.7,12.9,12.4,,,0.87,0.06,703,Cropland,,,64.51
MAL_2021_2594,Malawi,Central,-7.299,32.6341,1557.0,2021-05-21,4.055,73.45,1.67,8.83,36.89,29.7,28.0,42.3,1.196,39.72,0.793,0.025,739,Grassland,,,48.38
UGA_2022_2595,Uganda,Northern,-12.2065,28.1809,1886.0,2022-01-13,5.446,105.01,1.861,5.88,45.03,22.2,8.2,69.6,,48.7,0.543,0.109,1301,Bare,,,68.74
UGA_2022_2596,Uganda,Central,-11.2611,28.2523,750.0,2022-01-12,2.484,76.29,0.828,5.57,24.29,52.3,31.5,16.2,1.121,15.57,0.207,0.091,1237,,,,37.7
MAL_2015_2597,Malawi,Central,-14.189,34.3243,1654.0,2015-09-09,,58.53,3.87,8.4,36.85,60.1,31.9,7.9,1.336,22.93,0.87,0.089,686,Grassland,,,55.98
ZAM_2021_2598,Zambia,Lusaka,-1.9618,29.3784,405.0,2021-05-11,0.542,17.29,1.698,6.86,23.61,44.8,34.3,20.9,1.394,22.56,0.102,0.12,831,Cropland,,,31.43
MAL_2022_2599,Malawi,Central,-6.9526,29.7593,1719.0,2022-03-22,3.449,30.34,1.109,5.0,30.81,10.1,54.0,36.0,1.159,31.46,,,674,Cropland,,,32.41
UGA_2021_2600,Uganda,Central,-6.0852,30.5267,1162.0,2021-07-06,3.637,74.08,1.261,7.89,32.73,71.0,17.9,11.1,1.254,24.03,0.576,0.068,1234,Grassland,,,40.32
ETH_2016_2601,Ethiopia,Amhara,-6.2071,28.0434,790.0,2016-11-11,,41.67,0.653,5.51,18.52,17.7,36.1,46.2,1.102,29.47,0.804,0.01,1201,Cropland,,,31.11
RWA_2023_2602,Rwanda,Northern,-5.9872,34.0128,2347.0,2023-05-11,4.122,85.45,0.494,6.74,33.41,60.1,22.0,17.9,1.328,27.89,0.144,0.086,442,Cropland,,,50.35
TAN_2019_2603,Tanzania,Kilimanjaro,3.2554,29.009,458.0,2019-04-06,3.971,59.07,2.22,7.1,39.68,11.2,27.7,61.2,1.06,,0.718,0.022,728,Cropland,Cassava,6800.0,54.46
ETH_2016_2604,Ethiopia,Amhara,-9.3925,39.9558,1397.0,2016-11-13,3.248,52.95,2.267,6.26,34.5,84.4,6.7,8.9,1.52,22.76,,,940,Cropland,,,46.78
TAN_2023_2605,Tanzania,Arusha,0.4235,37.536,1160.0,2023-08-29,4.611,74.05,1.51,5.65,42.17,55.7,33.0,11.3,,24.66,0.511,0.058,637,Forest,,,53.77
UGA_2018_2606,Uganda,Central,-3.0706,28.0641,1172.0,2018-11-05,3.751,111.27,1.646,7.28,35.72,19.7,39.8,40.5,1.203,,0.659,0.159,1356,Cropland,,,54.14
ETH_2017_2607,Ethiopia,SNNPR,3.6849,41.9275,779.0,2017-10-01,1.704,63.49,0.904,7.5,22.6,70.3,19.4,10.4,1.397,,0.133,0.197,1168,,,,32.43
MAL_2017_2608,Malawi,Southern,-8.6616,35.758,2116.0,2017-03-20,4.392,32.87,2.27,4.68,36.66,,,,1.175,34.33,0.465,0.01,745,Bare,,,45.05
UGA_2020_2609,Uganda,Central,-5.407,41.2132,1447.0,2020-03-28,7.567,65.04,3.589,7.65,63.85,32.9,38.4,28.7,1.309,42.77,0.671,0.01,1580,,,,77.67
KEN_2023_2610,Kenya,Nyanza,-3.3613,28.4516,1572.0,2023-01-30,3.948,74.76,2.269,6.94,36.91,68.9,14.9,16.1,1.352,23.61,0.381,0.055,734,Cropland,,,61.4
KEN_2017_2611,Kenya,Eastern,-14.5373,29.7435,915.0,2017-03-09,6.046,77.93,2.044,8.71,58.59,27.9,16.0,56.1,1.115,48.7,,,850,,,,57.96
MAL_2019_2612,Malawi,Southern,-13.1244,41.6702,1484.0,2019-08-25,2.105,51.53,0.749,6.62,18.76,28.8,5.2,66.0,1.245,39.11,0.19,0.142,807,Cropland,,,37.28
ETH_2017_2613,Ethiopia,Amhara,-12.2606,37.6806,898.0,2017-11-24,,38.32,3.156,7.86,21.22,22.9,15.8,61.2,1.22,37.8,,,542,,,,39.89
ETH_2017_2614,Ethiopia,Tigray,-0.5009,30.0436,1613.0,2017-01-01,4.574,62.16,1.723,7.79,40.47,,,,1.167,27.9,0.413,0.109,931,Cropland,Sweet Potato,2187.0,46.04
ZAM_2023_2615,Zambia,Eastern,-13.0507,33.4071,696.0,2023-07-26,3.125,75.12,1.374,6.9,27.19,17.7,14.6,67.7,1.148,36.13,0.316,0.034,607,,,,48.0
MAL_2021_2616,Malawi,Southern,-1.0214,38.153,672.0,2021-05-09,6.284,104.28,2.158,7.68,54.64,,,,1.206,48.7,,,909,Bare,,,66.89
TAN_2017_2617,Tanzania,Kilimanjaro,3.1104,28.9361,258.0,2017-01-19,4.928,113.78,2.102,5.86,,23.7,22.0,54.4,1.163,47.38,0.664,0.03,530,Cropland,Coffee,2973.0,65.55
RWA_2021_2618,Rwanda,Northern,-10.6614,31.6226,1094.0,2021-07-15,3.305,,1.137,5.97,39.08,66.1,27.1,6.8,1.184,20.95,0.384,0.014,1122,Cropland,,,48.71
KEN_2022_2619,Kenya,Central,1.9806,30.1967,2625.0,2022-04-12,3.229,81.0,1.703,4.64,26.71,83.5,8.4,8.2,1.345,13.98,0.715,0.028,1004,Cropland,,,37.02
TAN_2017_2620,Tanzania,Kilimanjaro,-5.5682,33.9184,783.0,2017-11-29,3.403,30.49,0.545,9.17,27.53,41.1,37.3,21.6,1.329,24.8,,,802,Cropland,,,20.24
TAN_2018_2621,Tanzania,Mara,-8.3675,39.8793,1661.0,2018-08-13,4.485,56.61,,7.21,42.05,48.1,34.4,17.5,1.436,26.24,,,803,,Sweet Potato,1541.0,54.0
ZIM_2018_2622,Zimbabwe,Matabeleland,-5.0196,33.6428,369.0,2018-08-26,4.876,67.98,3.098,7.27,47.66,26.9,27.7,45.4,1.221,,0.87,0.034,625,,,,64.74
KEN_2017_2623,Kenya,Rift Valley,-1.2967,32.4566,2498.0,2017-11-24,1.719,32.64,0.76,7.87,24.62,74.4,5.7,19.9,1.019,,0.59,0.036,1026,Cropland,Maize,1857.0,28.02
MAL_2021_2624,Malawi,Central,-11.3225,40.1547,1870.0,2021-12-01,2.549,89.97,0.881,7.69,26.83,62.6,25.9,11.5,,,0.436,0.041,517,Cropland,,,40.74
RWA_2023_2625,Rwanda,Eastern,-13.2723,33.256,605.0,2023-10-10,5.936,68.42,1.739,8.1,49.51,55.5,25.9,18.6,1.42,31.61,,,583,Cropland,,,53.77
ZIM_2020_2626,Zimbabwe,Mashonaland,-12.3483,34.6732,1240.0,2020-06-18,4.664,84.2,2.231,6.4,,23.7,25.0,51.3,1.252,40.53,0.728,0.166,711,,Cassava,6800.0,64.6
KEN_2017_2627,Kenya,Western,1.2366,33.2708,1294.0,2017-12-31,3.372,85.34,1.058,8.31,33.59,16.8,22.9,60.4,1.052,44.98,0.584,0.029,1183,,Maize,3142.0,44.5
UGA_2015_2628,Uganda,Eastern,2.8869,39.6738,560.0,2015-08-18,5.284,54.4,1.449,4.6,48.77,70.1,15.1,14.8,1.288,24.41,0.512,0.038,1371,Cropland,,,48.3
ZIM_2020_2629,Zimbabwe,Matabeleland,-3.1434,34.3779,790.0,2020-05-25,3.092,37.92,1.494,4.57,30.75,,,,1.337,13.28,0.361,0.052,418,Cropland,Sorghum,2266.0,33.0
ZIM_2021_2630,Zimbabwe,Matabeleland,2.7699,36.5571,1720.0,2021-09-21,2.861,32.78,1.961,6.24,24.17,53.2,30.0,16.8,1.219,20.25,-0.026,0.088,733,Grassland,,,41.96
ETH_2021_2631,Ethiopia,Amhara,-3.3873,30.3749,629.0,2021-06-19,0.957,17.38,0.68,6.57,21.84,,,,1.226,36.12,0.305,0.054,1128,Grassland,,,25.18
RWA_2017_2632,Rwanda,Southern,1.854,41.184,974.0,2017-04-11,1.729,40.83,1.27,7.78,21.23,51.1,32.2,16.6,1.334,21.33,,,1309,Cropland,,,34.87
RWA_2018_2633,Rwanda,Western,-1.9492,41.2281,,2018-01-22,2.838,47.57,2.228,6.48,24.71,54.0,27.9,18.1,1.228,19.08,0.478,0.056,801,Cropland,Cassava,5650.0,47.96
UGA_2018_2634,Uganda,Northern,-9.7143,36.2861,1036.0,2018-08-02,2.754,44.48,1.635,6.84,,19.0,17.1,63.9,1.285,43.05,0.396,0.086,1430,Cropland,,,38.7
RWA_2015_2635,Rwanda,Southern,-5.1773,32.3611,610.0,2015-02-03,2.44,95.99,1.731,4.74,25.49,11.0,43.1,45.9,1.047,30.08,0.667,0.13,1237,Forest,,,45.54
RWA_2016_2636,Rwanda,Western,-10.9087,34.5449,1041.0,2016-04-22,4.169,67.92,1.63,4.11,37.11,,,,1.283,15.97,0.643,0.011,1772,Forest,,,44.53
TAN_2016_2637,Tanzania,Kilimanjaro,3.4366,32.2557,1357.0,2016-02-10,4.375,50.11,1.353,6.27,40.87,21.3,41.8,36.9,1.178,32.63,0.597,0.05,836,Cropland,Coffee,2294.0,55.67
MAL_2019_2638,Malawi,Central,-1.9757,33.3361,1487.0,2019-10-23,5.534,77.9,1.604,8.36,47.92,11.7,44.7,43.6,1.254,45.26,0.362,0.031,772,,,,51.16
MAL_2020_2639,Malawi,Southern,0.0253,32.4958,1021.0,2020-09-26,3.507,69.43,0.799,7.14,33.27,19.5,33.6,46.9,1.285,38.2,0.415,0.01,617,Grassland,,,45.55
RWA_2018_2640,Rwanda,Southern,-9.0697,38.8901,,2018-01-12,4.823,59.51,1.43,5.02,,66.7,24.1,9.3,,22.65,0.314,0.182,948,Cropland,,,43.71
MAL_2019_2641,Malawi,Southern,-4.5865,41.1407,1320.0,2019-09-13,1.936,34.33,1.06,5.71,19.13,10.2,50.9,38.9,1.331,24.41,0.393,0.066,944,Wetland,,,30.36
KEN_2019_2642,Kenya,Nyanza,-10.0006,32.7334,1471.0,2019-05-12,1.902,70.92,0.674,3.8,17.2,81.2,1.5,17.3,1.207,15.16,0.41,0.08,467,Grassland,,,20.65
UGA_2018_2643,Uganda,Western,-2.9172,37.7217,647.0,2018-08-26,5.321,101.1,2.177,7.1,,28.7,4.7,66.5,1.058,,0.642,0.079,1675,Forest,,,69.49
MAL_2021_2644,Malawi,Central,3.7951,30.5964,1815.0,2021-08-03,6.884,,2.768,6.65,55.49,15.9,41.4,42.7,1.363,46.26,0.737,0.01,254,Cropland,,,75.5
ETH_2017_2645,Ethiopia,Amhara,3.4918,37.0457,1056.0,2017-11-16,3.556,72.51,1.542,7.24,28.68,66.7,18.0,15.3,1.237,15.81,0.761,0.031,512,Bare,,,48.81
ETH_2015_2646,Ethiopia,SNNPR,3.6194,38.9457,1424.0,2015-08-12,3.6,,3.568,6.51,31.07,64.3,25.0,10.7,1.149,21.61,,,863,Grassland,,,57.91
TAN_2022_2647,Tanzania,Kilimanjaro,-1.3261,37.0706,580.0,2022-01-16,3.066,56.61,1.354,5.76,29.6,31.9,49.7,18.4,1.204,20.24,0.276,0.052,509,,,,39.08
ETH_2018_2648,Ethiopia,SNNPR,-6.9792,37.283,2196.0,2018-09-07,2.634,51.26,1.792,6.59,35.05,61.8,26.4,11.8,1.198,20.23,0.549,0.158,786,,,,48.78
ZAM_2018_2649,Zambia,Eastern,-8.7799,31.7299,277.0,2018-07-27,,64.81,1.487,7.69,34.28,61.3,28.9,9.8,1.424,18.14,0.68,0.115,575,Grassland,,,48.49
RWA_2017_2650,Rwanda,Southern,-12.8551,34.0995,796.0,2017-06-22,2.398,87.13,1.133,6.22,,13.8,49.3,36.9,1.273,30.13,,,1203,Cropland,,,48.34
ZAM_2016_2651,Zambia,Lusaka,-1.5963,30.6541,1316.0,2016-02-12,4.676,,3.746,6.55,51.34,73.3,12.4,14.3,1.207,33.56,0.433,0.064,802,Grassland,,,69.79
KEN_2023_2652,Kenya,Rift Valley,-6.4841,36.7511,892.0,2023-08-08,5.893,103.89,2.209,7.53,63.43,62.4,31.1,6.5,1.246,39.5,0.645,0.108,589,Forest,,,70.84
TAN_2015_2653,Tanzania,Mara,0.0437,36.4294,981.0,2015-08-30,2.648,46.99,1.771,5.52,28.72,19.7,42.4,37.9,1.158,32.59,0.58,0.161,802,Cropland,,,44.16
RWA_2020_2654,Rwanda,Eastern,-12.1482,33.276,1169.0,2020-12-07,6.1,38.19,0.898,6.65,,11.6,48.6,39.8,1.244,41.63,0.193,0.013,1267,Cropland,,,57.34
TAN_2020_2655,Tanzania,Arusha,-7.7992,30.5888,660.0,2020-02-21,,49.97,0.629,8.94,27.58,52.3,36.7,11.0,1.324,17.9,0.098,0.109,395,Wetland,,,31.29
ETH_2015_2656,Ethiopia,Oromia,-8.281,28.7821,2273.0,2015-04-09,2.616,43.19,3.673,6.33,24.65,13.8,34.3,51.9,1.293,,0.386,0.01,939,Forest,,,53.08
ZIM_2019_2657,Zimbabwe,Mashonaland,4.6277,40.1914,478.0,2019-10-31,4.977,57.05,1.891,7.65,44.76,49.0,42.7,8.3,1.29,25.0,0.711,0.057,646,Cropland,,,54.75
ETH_2017_2658,Ethiopia,SNNPR,-7.4212,31.5022,1012.0,2017-02-03,4.128,78.59,1.457,5.35,37.17,66.9,20.1,13.0,,25.01,0.532,0.021,1005,Cropland,,,55.6
RWA_2023_2659,Rwanda,Southern,4.8943,30.009,748.0,2023-02-19,3.152,73.29,1.356,8.07,28.34,53.7,35.1,11.2,,21.25,0.77,0.016,1660,,,,37.1
RWA_2021_2660,Rwanda,Northern,-6.1412,30.0351,570.0,2021-06-23,0.684,27.48,0.567,8.67,13.29,14.8,24.0,61.2,,28.52,0.285,0.066,1267,,Sweet Potato,795.0,19.59
ZIM_2023_2661,Zimbabwe,Matabeleland,-14.7845,35.971,706.0,2023-06-06,4.502,74.72,2.319,5.78,36.78,37.1,38.1,24.7,1.091,22.73,,,281,,,,56.08
ZAM_2018_2662,Zambia,Copperbelt,-12.8927,39.7465,457.0,2018-06-08,2.171,62.06,1.175,9.2,26.66,21.1,31.7,47.2,1.329,33.64,0.632,0.098,589,Cropland,Beans,1514.0,32.02
ZIM_2017_2663,Zimbabwe,Mashonaland,-5.0281,39.0681,490.0,2017-01-19,3.969,91.88,3.87,7.46,33.12,55.9,38.9,5.2,1.239,21.92,0.687,0.056,746,Cropland,,,64.62
ETH_2016_2664,Ethiopia,Amhara,-11.5995,40.6298,1796.0,2016-08-17,2.946,65.26,2.024,7.15,35.45,22.2,18.8,59.0,1.145,41.08,0.403,0.056,1001,Cropland,,,49.6
ETH_2020_2665,Ethiopia,SNNPR,-5.9958,28.0159,1021.0,2020-12-18,4.336,75.52,1.851,6.17,37.32,33.8,39.6,26.6,1.247,31.94,0.709,0.115,670,,,,58.04
ZIM_2021_2666,Zimbabwe,Matabeleland,-11.7599,32.2137,663.0,2021-03-04,3.619,42.96,1.592,6.9,30.63,28.5,11.6,59.8,1.074,42.74,0.673,0.016,763,Grassland,,,41.68
RWA_2022_2667,Rwanda,Southern,-11.7867,31.9589,650.0,2022-12-02,5.729,74.91,2.273,8.3,56.89,78.5,15.3,6.2,1.289,31.91,0.655,0.125,1587,Cropland,,,57.21
ZAM_2020_2668,Zambia,Lusaka,4.1571,37.85,596.0,2020-02-03,2.131,38.57,0.486,8.05,19.37,53.0,29.1,17.9,1.373,14.98,0.286,0.158,732,Cropland,,,29.25
RWA_2017_2669,Rwanda,Western,-6.5607,28.4555,2225.0,2017-09-12,4.342,,1.877,6.97,41.74,81.5,-0.5,19.0,1.238,26.94,0.552,0.011,983,Grassland,,,65.21
ZAM_2020_2670,Zambia,Eastern,1.6899,33.0372,1590.0,2020-08-18,1.719,33.01,0.397,5.74,16.12,26.4,33.5,40.1,1.166,18.25,0.306,0.06,372,Grassland,,,25.52
ZAM_2020_2671,Zambia,Eastern,-8.7521,32.156,1091.0,2020-10-17,4.083,48.24,1.222,6.54,39.75,28.4,14.1,57.5,1.201,34.24,,,609,Cropland,,,49.28
TAN_2021_2672,Tanzania,Arusha,-14.4133,39.0494,382.0,2021-02-17,0.843,56.63,1.574,5.48,10.73,83.4,10.6,6.0,1.461,4.59,,,754,Forest,,,29.11
MAL_2015_2673,Malawi,Northern,-14.6437,31.3474,644.0,2015-03-13,3.701,50.36,1.446,7.76,34.29,28.9,10.9,60.2,1.372,41.66,,,649,Cropland,,,47.06
ZIM_2018_2674,Zimbabwe,Matabeleland,-6.7352,33.7269,607.0,2018-04-03,5.092,69.89,,6.14,51.36,57.5,30.4,12.1,1.387,31.25,0.551,0.014,1001,,Maize,4596.0,60.91
MAL_2020_2675,Malawi,Southern,-14.9938,38.0209,824.0,2020-11-10,1.848,28.09,0.514,7.39,22.71,45.3,40.3,14.5,1.228,17.36,0.474,0.015,911,Cropland,,,27.9
ETH_2023_2676,Ethiopia,Tigray,3.1578,39.319,1099.0,2023-04-14,2.002,44.74,1.905,8.34,22.03,20.9,33.8,45.4,,31.71,0.023,0.095,961,Cropland,,,31.03
RWA_2023_2677,Rwanda,Western,-8.533,40.3414,934.0,2023-10-30,5.078,97.06,3.287,6.59,42.1,21.0,26.4,52.6,1.157,42.89,0.531,0.036,1115,Forest,,,70.37
UGA_2015_2678,Uganda,Northern,4.8602,40.3887,1381.0,2015-08-21,2.984,108.56,1.181,5.92,24.37,24.3,10.9,64.8,1.189,34.42,0.484,0.05,1376,,,,45.86
RWA_2015_2679,Rwanda,Western,4.5968,41.7949,2269.0,2015-05-26,5.125,31.89,1.716,5.87,42.95,31.3,42.5,26.2,1.534,31.82,0.209,0.121,1356,Cropland,,,48.71
ETH_2021_2680,Ethiopia,Tigray,2.2787,35.352,2620.0,2021-08-26,4.738,109.32,2.089,6.33,39.73,16.2,19.4,64.5,1.36,42.58,0.649,0.055,947,Cropland,,,67.25
MAL_2018_2681,Malawi,Southern,-1.2437,36.3248,1685.0,2018-08-19,3.267,55.91,1.303,5.8,29.44,47.5,37.5,15.0,1.139,20.75,,,597,Cropland,,,42.5
KEN_2019_2682,Kenya,Rift Valley,4.2163,36.0129,,2019-07-22,5.22,106.29,1.151,6.32,47.32,45.4,46.3,8.3,,22.59,,,942,Cropland,,,61.3
UGA_2018_2683,Uganda,Central,-12.6828,41.9907,980.0,2018-08-19,2.856,118.44,2.547,6.88,27.05,27.7,4.2,68.1,1.205,35.65,,,1350,Cropland,,,58.04
ZAM_2016_2684,Zambia,Lusaka,4.7332,35.6458,1279.0,2016-05-20,6.193,93.25,1.886,7.18,56.54,20.4,20.9,58.7,1.064,48.7,,,510,Grassland,,,75.55
